Run Name,20220801_dsnPPR10_Cy3_1_AF647_2
Run Date,02:10:17 PM   08-01-22
Method Name,0.3 ml / min 50 uL inject 4WL
Export Format Version, 1.00
Method ID,  837
Points/Second, 1.00
Number of Records,    960
Offset from Run Start Time,00:00:00
Run End Time,00:16:00
Time,Second
QuadTec 1, (280.0 nm), AU
QuadTec 2, (260.0 nm), AU
Gradient Pump,%B
QuadTec 3, (550.0 nm), AU
QuadTec 4, (650.0 nm), AU
UV,AU
Conductivity,mS/cm
GP Pressure,PSI
Volume,ml
Fraction,<Not Available>
Time,QuadTec 1,QuadTec 2,Gradient Pump,QuadTec 3,QuadTec 4,UV,Conductivity,GP Pressure,Volume
   873.0,0.000579,0.000480,  0,0.000267,0.002969,0.000000,  16.009,  277,     4.4
   874.0,0.000602,0.000472,  0,0.000267,0.003059,0.000000,  16.007,  276,     4.4
   875.0,0.000609,0.000513,  0,0.000267,0.003641,0.000000,  16.014,  279,     4.4
   876.0,0.000613,0.000517,  0,0.000233,0.003731,0.000000,  16.008,  277,     4.4
   877.0,0.000615,0.000507,  0,0.000331,0.004109,0.000000,  16.009,  277,     4.4
   878.0,0.000621,0.000521,  0,0.000299,0.003755,0.000000,  16.011,  278,     4.4
   879.0,0.000621,0.000520,  0,0.000202,0.003923,0.000000,  16.003,  281,     4.4
   880.0,0.000606,0.000503,  0,0.000364,0.004025,0.000000,  16.011,  277,     4.4
   881.0,0.000608,0.000513,  0,0.000396,0.003881,0.000000,  16.010,  276,     4.4
   882.0,0.000603,0.000503,  0,0.000330,0.003899,0.000000,  16.012,  276,     4.4
   883.0,0.000616,0.000516,  0,0.000332,0.003822,0.000000,  16.006,  275,     4.4
   884.0,0.000590,0.000503,  0,0.000299,0.003419,0.000000,  16.018,  274,     4.4
   885.0,0.000590,0.000512,  0,0.000332,0.002867,0.000000,  16.021,  277,     4.4
   886.0,0.000581,0.000508,  0,0.000234,0.003988,0.000000,  16.018,  277,     4.4
   887.0,0.000583,0.000509,  0,0.000234,0.003053,0.000000,  16.021,  277,     4.4
   888.0,0.000587,0.000480,  0,0.000235,0.002681,0.000000,  16.017,  279,     4.4
   889.0,0.000578,0.000473,  0,0.000268,0.003437,0.000000,  16.019,  277,     4.4
   890.0,0.000590,0.000487,  0,0.000268,0.003666,0.000000,  16.022,  276,     4.5
   891.0,0.000592,0.000485,  0,0.000202,0.003870,0.000000,  16.022,  278,     4.5
   892.0,0.000599,0.000470,  0,0.000267,0.003744,0.000000,  16.025,  280,     4.5
   893.0,0.000613,0.000450,  0,0.000203,0.001919,0.000000,  16.023,  280,     4.5
   894.0,0.000589,0.000469,  0,0.000268,0.003449,0.000000,  16.018,  278,     4.5
   895.0,0.000571,0.000478,  0,0.000203,0.003570,0.000000,  16.028,  279,     4.5
   896.0,0.000564,0.000464,  0,0.000236,0.002309,0.000000,  16.030,  277,     4.5
   897.0,0.000588,0.000454,  0,0.000236,0.002855,0.000000,  16.033,  274,     4.5
   898.0,0.000564,0.000462,  0,0.000302,0.003114,0.000000,  16.034,  274,     4.5
   899.0,0.000559,0.000430,  0,0.000171,0.003750,0.000000,  16.034,  277,     4.5
   900.0,0.000578,0.000441,  0,0.000172,0.002753,0.000000,  16.032,  278,     4.5
   901.0,0.000563,0.000448,  0,0.000269,0.003029,0.000000,  16.025,  277,     4.5
   902.0,0.000548,0.000454,  0,0.000204,0.003216,0.000000,  16.036,  278,     4.5
   903.0,0.000578,0.000441,  0,0.000205,0.002976,0.000000,  16.031,  276,     4.5
   904.0,0.000563,0.000428,  0,0.000237,0.003036,0.000000,  16.041,  276,     4.5
   905.0,0.000564,0.000428,  0,0.000270,0.002856,0.000000,  16.039,  279,     4.5
   906.0,0.000584,0.000422,  0,0.000205,0.002898,0.000000,  16.036,  279,     4.5
   907.0,0.000570,0.000420,  0,0.000205,0.002958,0.000000,  16.034,  278,     4.5
   908.0,0.000542,0.000431,  0,0.000139,0.002765,0.000000,  16.036,  281,     4.5
   909.0,0.000564,0.000432,  0,0.000238,0.003319,0.000000,  16.036,  278,     4.5
   910.0,0.000566,0.000443,  0,0.000140,0.003649,0.000000,  16.037,  276,     4.6
   911.0,0.000574,0.000441,  0,0.000043,0.003060,0.000000,  16.032,  275,     4.6
   912.0,0.000574,0.000441,  0,0.000238,0.003511,0.000000,  16.038,  276,     4.6
   913.0,0.000557,0.000443,  0,0.000173,0.003883,0.000000,  16.025,  278,     4.6
   914.0,0.000570,0.000446,  0,0.000076,0.003577,0.000000,  16.036,  277,     4.6
   915.0,0.000587,0.000431,  0,0.000205,0.003649,0.000000,  16.034,  280,     4.6
   916.0,0.000572,0.000446,  0,0.000206,0.003403,0.000000,  16.027,  277,     4.6
   917.0,0.000584,0.000446,  0,0.000173,0.003487,0.000000,  16.036,  276,     4.6
   918.0,0.000563,0.000424,  0,0.000140,0.003259,0.000000,  16.030,  276,     4.6
   919.0,0.000569,0.000437,  0,0.000109,0.003283,0.000000,  16.026,  279,     4.6
   920.0,0.000565,0.000420,  0,0.000141,0.003192,0.000000,  16.028,  279,     4.6
   921.0,0.000560,0.000448,  0,0.000173,0.003066,0.000000,  16.030,  277,     4.6
   922.0,0.000566,0.000438,  0,0.000076,0.003438,0.000000,  16.026,  281,     4.6
   923.0,0.000562,0.000427,  0,0.000108,0.003343,0.000000,  16.033,  277,     4.6
   924.0,0.000562,0.000444,  0,0.000206,0.003391,0.000000,  16.032,  275,     4.6
   925.0,0.000573,0.000457,  0,0.000109,0.002218,0.000000,  16.025,  275,     4.6
   926.0,0.000579,0.000442,  0,0.000173,0.000935,0.000000,  16.024,  277,     4.6
   927.0,0.000577,0.000445,  0,0.000270,0.002363,0.000000,  16.027,  277,     4.6
   928.0,0.000596,0.000454,  0,0.000239,0.002765,0.000000,  16.027,  281,     4.6
   929.0,0.000626,0.000482,  0,0.000239,0.003006,0.000000,  16.031,  277,     4.6
   930.0,0.000615,0.000496,  0,0.000239,0.003307,0.000000,  16.029,  276,     4.7
   931.0,0.000609,0.000479,  0,0.000206,0.003391,0.000000,  16.029,  276,     4.7
   932.0,0.000621,0.000482,  0,0.000303,0.003283,0.000000,  16.028,  278,     4.7
   933.0,0.000626,0.000482,  0,0.000239,0.003264,0.000000,  16.030,  278,     4.7
   934.0,0.000615,0.000487,  0,0.000238,0.002147,0.000000,  16.030,  276,     4.7
   935.0,0.000632,0.000486,  0,0.000173,0.002303,0.000000,  16.025,  279,     4.7
   936.0,0.000611,0.000489,  0,0.000238,0.002242,0.000000,  16.028,  276,     4.7
   937.0,0.000628,0.000469,  0,0.000174,0.001618,0.000000,  16.025,  276,     4.7
   938.0,0.000634,0.000483,  0,0.000271,0.002429,0.000000,  16.030,  275,     4.7
   939.0,0.000630,0.000507,  0,0.000304,0.002796,0.000000,  16.032,  276,     4.7
   940.0,0.000621,0.000510,  0,0.000207,0.002928,0.000000,  16.019,  276,     4.7
   941.0,0.000632,0.000486,  0,0.000207,0.001918,0.000000,  16.026,  278,     4.7
   942.0,0.000630,0.000477,  0,0.000239,0.002206,0.000000,  16.029,  280,     4.7
   943.0,0.000606,0.000469,  0,0.000174,0.002904,0.000000,  16.026,  277,     4.7
   944.0,0.000600,0.000461,  0,0.000206,0.003030,0.000000,  16.024,  277,     4.7
   945.0,0.000582,0.000451,  0,0.000173,0.001804,0.000000,  16.028,  277,     4.7
   946.0,0.000593,0.000429,  0,0.000109,0.002188,0.000000,  16.026,  277,     4.7
   947.0,0.000587,0.000442,  0,0.000239,0.002790,0.000000,  16.030,  275,     4.7
   948.0,0.000576,0.000457,  0,0.000206,0.002862,0.000000,  16.020,  278,     4.7
   949.0,0.000600,0.000453,  0,0.000173,0.003132,0.000000,  16.022,  275,     4.7
   950.0,0.000595,0.000459,  0,0.000173,0.002802,0.000000,  16.029,  276,     4.8
   951.0,0.000602,0.000455,  0,0.000335,0.003157,0.000000,  16.027,  276,     4.8
   952.0,0.000602,0.000459,  0,0.000270,0.003204,0.000000,  16.028,  277,     4.8
   953.0,0.000612,0.000449,  0,0.000238,0.001684,0.000000,  16.022,  276,     4.8
   954.0,0.000612,0.000456,  0,0.000335,0.002946,0.000000,  16.025,  276,     4.8
   955.0,0.000608,0.000456,  0,0.000108,0.002832,0.000000,  16.022,  279,     4.8
   956.0,0.000602,0.000445,  0,0.000270,0.002856,0.000000,  16.027,  277,     4.8
   957.0,0.000608,0.000432,  0,0.000239,0.003294,0.000000,  16.021,  278,     4.8
   958.0,0.000591,0.000439,  0,0.000173,0.003480,0.000000,  16.021,  277,     4.8
   959.0,0.000606,0.000451,  0,0.000141,0.003102,0.000000,  16.022,  278,     4.8
